time,t_wall,t_device_ns,ecg
0.000000,1775669478.178567,599616028220482888,-2450
0.007692,1775669478.178567,599616028220482888,927
0.015385,1775669478.178567,599616028220482888,10861
0.023077,1775669478.178567,599616028220482888,16578
0.030769,1775669478.178567,599616028220482888,18797
0.038461,1775669478.178567,599616028220482888,18797
0.046154,1775669478.178567,599616028220482888,18246
0.053846,1775669478.178567,599616028220482888,18797
0.061538,1775669478.178567,599616028220482888,18797
0.069231,1775669478.178567,599616028220482888,18797
0.076923,1775669478.178567,599616028220482888,18797
0.084615,1775669478.178567,599616028220482888,18258
0.092308,1775669478.178567,599616028220482888,18797
0.100000,1775669478.178567,599616028220482888,18797
0.107692,1775669478.178567,599616028220482888,18797
0.115385,1775669478.178567,599616028220482888,18797
0.123077,1775669478.178567,599616028220482888,17386
0.130769,1775669478.178567,599616028220482888,18797
0.138461,1775669478.178567,599616028220482888,18797
0.146154,1775669478.178567,599616028220482888,18024
0.153846,1775669478.178567,599616028220482888,18797
0.161538,1775669478.178567,599616028220482888,17133
0.169231,1775669478.178567,599616028220482888,18797
0.176923,1775669478.178567,599616028220482888,18797
0.184615,1775669478.178567,599616028220482888,16147
0.192308,1775669478.178567,599616028220482888,18797
0.200000,1775669478.178567,599616028220482888,17062
0.207692,1775669478.178567,599616028220482888,17879
0.215385,1775669478.178567,599616028220482888,18797
0.223077,1775669478.178567,599616028220482888,15364
0.230769,1775669478.178567,599616028220482888,18797
0.238461,1775669478.178567,599616028220482888,18010
0.246154,1775669478.178567,599616028220482888,16094
0.253846,1775669478.178567,599616028220482888,18797
0.261538,1775669478.178567,599616028220482888,15263
0.269231,1775669478.178567,599616028220482888,18520
0.276923,1775669478.178567,599616028220482888,18797
0.284615,1775669478.178567,599616028220482888,14852
0.292308,1775669478.178567,599616028220482888,18797
0.300000,1775669478.178567,599616028220482888,15571
0.307692,1775669478.178567,599616028220482888,16401
0.315385,1775669478.178567,599616028220482888,18797
0.323077,1775669478.178567,599616028220482888,14122
0.330769,1775669478.178567,599616028220482888,18797
0.338462,1775669478.178567,599616028220482888,16762
0.346154,1775669478.178567,599616028220482888,14490
0.353846,1775669478.178567,599616028220482888,18797
0.361538,1775669478.178567,599616028220482888,13721
0.369231,1775669478.178567,599616028220482888,16879
0.376923,1775669478.178567,599616028220482888,17188
0.384615,1775669478.178567,599616028220482888,13108
0.392308,1775669478.178567,599616028220482888,18682
0.400000,1775669478.178567,599616028220482888,14214
0.407692,1775669478.178567,599616028220482888,14811
0.415385,1775669478.178567,599616028220482888,17785
0.423077,1775669478.178567,599616028220482888,12378
0.430769,1775669478.178567,599616028220482888,17345
0.438462,1775669478.178567,599616028220482888,15040
0.446154,1775669478.178567,599616028220482888,12968
0.453846,1775669478.178567,599616028220482888,17785
0.461538,1775669478.178567,599616028220482888,12307
0.469231,1775669478.178567,599616028220482888,15573
0.476923,1775669478.178567,599616028220482888,15972
0.484615,1775669478.178567,599616028220482888,11752
0.492308,1775669478.178567,599616028220482888,17264
0.500000,1775669478.178567,599616028220482888,12736
0.507692,1775669478.178567,599616028220482888,13604
0.515385,1775669478.178567,599616028220482888,16729
0.523077,1775669478.178567,599616028220482888,11027
0.530769,1775669478.178567,599616028220482888,16085
0.538461,1775669478.178567,599616028220482888,13932
0.546154,1775669478.178567,599616028220482888,11791
0.553846,1775669478.178567,599616028220482888,16571
0.561653,1775669478.719505,599616028782136160,11084
0.569345,1775669478.719505,599616028782136160,14471
0.577038,1775669478.719505,599616028782136160,14751
0.584730,1775669478.719505,599616028782136160,10315
0.592422,1775669478.719505,599616028782136160,15915
0.600115,1775669478.719505,599616028782136160,11557
0.607807,1775669478.719505,599616028782136160,12415
0.615499,1775669478.719505,599616028782136160,15405
0.623192,1775669478.719505,599616028782136160,9778
0.630884,1775669478.719505,599616028782136160,14816
0.638576,1775669478.719505,599616028782136160,12594
0.646269,1775669478.719505,599616028782136160,10914
0.653961,1775669478.719505,599616028782136160,15754
0.661653,1775669478.719505,599616028782136160,9723
0.669345,1775669478.719505,599616028782136160,13078
0.677038,1775669478.719505,599616028782136160,13462
0.684730,1775669478.719505,599616028782136160,9106
0.692423,1775669478.719505,599616028782136160,14981
0.700115,1775669478.719505,599616028782136160,10414
0.707807,1775669478.719505,599616028782136160,10955
0.715499,1775669478.719505,599616028782136160,14028
0.723192,1775669478.719505,599616028782136160,8374
0.730884,1775669478.719505,599616028782136160,13262
0.738576,1775669478.719505,599616028782136160,10999
0.746269,1775669478.719505,599616028782136160,9184
0.753961,1775669478.719505,599616028782136160,14109
0.761653,1775669478.719505,599616028782136160,8516
0.769346,1775669478.719505,599616028782136160,12002
0.777038,1775669478.719505,599616028782136160,12243
0.784730,1775669478.719505,599616028782136160,7699
0.792422,1775669478.719505,599616028782136160,13331
0.800115,1775669478.719505,599616028782136160,8934
0.807807,1775669478.719505,599616028782136160,9792
0.815499,1775669478.719505,599616028782136160,12709
0.823192,1775669478.719505,599616028782136160,7098
0.830884,1775669478.719505,599616028782136160,12287
0.838576,1775669478.719505,599616028782136160,9918
