time,t_wall,t_device_ns,ecg
0.000000,1776081468.847364,599616561584118212,7114
0.007692,1776081468.847364,599616561584118212,6485
0.015385,1776081468.847364,599616561584118212,7180
0.023077,1776081468.847364,599616561584118212,7084
0.030769,1776081468.847364,599616561584118212,6547
0.038461,1776081468.847364,599616561584118212,6423
0.046154,1776081468.847364,599616561584118212,6270
0.053846,1776081468.847364,599616561584118212,6023
0.061538,1776081468.847364,599616561584118212,5936
0.069231,1776081468.847364,599616561584118212,5881
0.076923,1776081468.847364,599616561584118212,5707
0.084615,1776081468.847364,599616561584118212,5444
0.092308,1776081468.847364,599616561584118212,5245
0.100000,1776081468.847364,599616561584118212,5568
0.107692,1776081468.847364,599616561584118212,5710
0.115385,1776081468.847364,599616561584118212,4987
0.123077,1776081468.847364,599616561584118212,4765
0.130769,1776081468.847364,599616561584118212,4976
0.138461,1776081468.847364,599616561584118212,4685
0.146154,1776081468.847364,599616561584118212,4546
0.153846,1776081468.847364,599616561584118212,4614
0.161538,1776081468.847364,599616561584118212,4388
0.169231,1776081468.847364,599616561584118212,4136
0.176923,1776081468.847364,599616561584118212,4052
0.184615,1776081468.847364,599616561584118212,3940
0.192308,1776081468.847364,599616561584118212,3818
0.200000,1776081468.847364,599616561584118212,3800
0.207692,1776081468.847364,599616561584118212,3773
0.215385,1776081468.847364,599616561584118212,3638
0.223077,1776081468.847364,599616561584118212,3519
0.230769,1776081468.847364,599616561584118212,3480
0.238461,1776081468.847364,599616561584118212,3416
0.246154,1776081468.847364,599616561584118212,3329
0.253846,1776081468.847364,599616561584118212,3260
0.261538,1776081468.847364,599616561584118212,3240
0.269231,1776081468.847364,599616561584118212,3256
0.276923,1776081468.847364,599616561584118212,3155
0.284615,1776081468.847364,599616561584118212,2993
0.292308,1776081468.847364,599616561584118212,2963
0.300000,1776081468.847364,599616561584118212,2947
0.307692,1776081468.847364,599616561584118212,2837
0.315385,1776081468.847364,599616561584118212,2757
0.323077,1776081468.847364,599616561584118212,2721
0.330769,1776081468.847364,599616561584118212,2673
0.338462,1776081468.847364,599616561584118212,2668
0.346154,1776081468.847364,599616561584118212,2659
0.353846,1776081468.847364,599616561584118212,2570
0.361538,1776081468.847364,599616561584118212,2501
0.369231,1776081468.847364,599616561584118212,2481
0.376923,1776081468.847364,599616561584118212,2423
0.384615,1776081468.847364,599616561584118212,2389
0.392308,1776081468.847364,599616561584118212,2371
0.400000,1776081468.847364,599616561584118212,2279
0.407692,1776081468.847364,599616561584118212,2204
0.415385,1776081468.847364,599616561584118212,2197
0.423077,1776081468.847364,599616561584118212,2195
0.430769,1776081468.847364,599616561584118212,2222
0.438462,1776081468.847364,599616561584118212,2241
0.446154,1776081468.847364,599616561584118212,2179
0.453846,1776081468.847364,599616561584118212,2126
0.461538,1776081468.847364,599616561584118212,2110
0.469231,1776081468.847364,599616561584118212,2090
0.476923,1776081468.847364,599616561584118212,2076
0.484615,1776081468.847364,599616561584118212,2039
0.492308,1776081468.847364,599616561584118212,1957
0.500000,1776081468.847364,599616561584118212,1895
0.507692,1776081468.847364,599616561584118212,1868
0.515385,1776081468.847364,599616561584118212,1843
0.523077,1776081468.847364,599616561584118212,1824
0.530769,1776081468.847364,599616561584118212,1792
0.538461,1776081468.847364,599616561584118212,1751
0.546154,1776081468.847364,599616561584118212,1726
0.553846,1776081468.847364,599616561584118212,1694
0.561663,1776081469.386819,599616562145781656,1662
0.569356,1776081469.386819,599616562145781656,1651
0.577048,1776081469.386819,599616562145781656,1630
0.584740,1776081469.386819,599616562145781656,1589
0.592433,1776081469.386819,599616562145781656,1557
0.600125,1776081469.386819,599616562145781656,1541
0.607817,1776081469.386819,599616562145781656,1568
0.615510,1776081469.386819,599616562145781656,1628
0.623202,1776081469.386819,599616562145781656,1625
0.630894,1776081469.386819,599616562145781656,1522
0.638586,1776081469.386819,599616562145781656,1406
0.646279,1776081469.386819,599616562145781656,1358
0.653971,1776081469.386819,599616562145781656,1362
0.661663,1776081469.386819,599616562145781656,1319
0.669356,1776081469.386819,599616562145781656,1237
0.677048,1776081469.386819,599616562145781656,1198
0.684740,1776081469.386819,599616562145781656,1175
0.692433,1776081469.386819,599616562145781656,1058
0.700125,1776081469.386819,599616562145781656,1287
0.707817,1776081469.386819,599616562145781656,1687
0.715510,1776081469.386819,599616562145781656,1211
0.723202,1776081469.386819,599616562145781656,784
0.730894,1776081469.386819,599616562145781656,1175
0.738586,1776081469.386819,599616562145781656,1232
0.746279,1776081469.386819,599616562145781656,981
0.753971,1776081469.386819,599616562145781656,1063
0.761663,1776081469.386819,599616562145781656,1127
0.769356,1776081469.386819,599616562145781656,1029
0.777048,1776081469.386819,599616562145781656,1026
0.784740,1776081469.386819,599616562145781656,1061
0.792433,1776081469.386819,599616562145781656,1017
0.800125,1776081469.386819,599616562145781656,997
0.807817,1776081469.386819,599616562145781656,1003
0.815510,1776081469.386819,599616562145781656,983
0.823202,1776081469.386819,599616562145781656,969
0.830894,1776081469.386819,599616562145781656,976
0.838586,1776081469.386819,599616562145781656,965
0.846279,1776081469.386819,599616562145781656,923
0.853971,1776081469.386819,599616562145781656,862
0.861663,1776081469.386819,599616562145781656,862
0.869356,1776081469.386819,599616562145781656,933
0.877048,1776081469.386819,599616562145781656,882
0.884740,1776081469.386819,599616562145781656,736
0.892433,1776081469.386819,599616562145781656,704
0.900125,1776081469.386819,599616562145781656,715
0.907817,1776081469.386819,599616562145781656,667
0.915509,1776081469.386819,599616562145781656,638
0.923202,1776081469.386819,599616562145781656,638
0.930894,1776081469.386819,599616562145781656,619
0.938586,1776081469.386819,599616562145781656,603
0.946279,1776081469.386819,599616562145781656,601
0.953971,1776081469.386819,599616562145781656,587
0.961663,1776081469.386819,599616562145781656,573
0.969356,1776081469.386819,599616562145781656,564
0.977048,1776081469.386819,599616562145781656,544
0.984740,1776081469.386819,599616562145781656,525
0.992433,1776081469.386819,599616562145781656,516
1.000125,1776081469.386819,599616562145781656,507
1.007817,1776081469.386819,599616562145781656,493
1.015509,1776081469.386819,599616562145781656,477
1.023202,1776081469.386819,599616562145781656,459
1.030894,1776081469.386819,599616562145781656,445
1.038586,1776081469.386819,599616562145781656,434
1.046279,1776081469.386819,599616562145781656,427
1.053971,1776081469.386819,599616562145781656,418
1.061663,1776081469.386819,599616562145781656,409
1.069356,1776081469.386819,599616562145781656,395
1.077048,1776081469.386819,599616562145781656,372
1.084740,1776081469.386819,599616562145781656,365
1.092433,1776081469.386819,599616562145781656,361
1.100125,1776081469.386819,599616562145781656,347
1.107817,1776081469.386819,599616562145781656,336
1.115510,1776081469.386819,599616562145781656,322
1.123368,1776081469.929456,599616562707485792,315
1.131060,1776081469.929456,599616562707485792,297
1.138752,1776081469.929456,599616562707485792,272
1.146444,1776081469.929456,599616562707485792,267
1.154137,1776081469.929456,599616562707485792,262
1.161829,1776081469.929456,599616562707485792,235
1.169521,1776081469.929456,599616562707485792,235
1.177214,1776081469.929456,599616562707485792,294
1.184906,1776081469.929456,599616562707485792,354
1.192598,1776081469.929456,599616562707485792,345
1.200291,1776081469.929456,599616562707485792,251
1.207983,1776081469.929456,599616562707485792,144
1.215675,1776081469.929456,599616562707485792,112
1.223368,1776081469.929456,599616562707485792,123
1.231060,1776081469.929456,599616562707485792,109
1.238752,1776081469.929456,599616562707485792,102
1.246444,1776081469.929456,599616562707485792,109
1.254137,1776081469.929456,599616562707485792,100
1.261829,1776081469.929456,599616562707485792,-4
1.269521,1776081469.929456,599616562707485792,93
1.277214,1776081469.929456,599616562707485792,546
1.284906,1776081469.929456,599616562707485792,361
1.292598,1776081469.929456,599616562707485792,-226
1.300291,1776081469.929456,599616562707485792,6
1.307983,1776081469.929456,599616562707485792,258
1.315675,1776081469.929456,599616562707485792,16
1.323367,1776081469.929456,599616562707485792,13
1.331060,1776081469.929456,599616562707485792,125
1.338752,1776081469.929456,599616562707485792,57
1.346444,1776081469.929456,599616562707485792,41
1.354137,1776081469.929456,599616562707485792,96
1.361829,1776081469.929456,599616562707485792,75
1.369521,1776081469.929456,599616562707485792,45
1.377214,1776081469.929456,599616562707485792,54
1.384906,1776081469.929456,599616562707485792,59
1.392598,1776081469.929456,599616562707485792,54
1.400291,1776081469.929456,599616562707485792,52
1.407983,1776081469.929456,599616562707485792,59
1.415675,1776081469.929456,599616562707485792,48
1.423368,1776081469.929456,599616562707485792,2
1.431060,1776081469.929456,599616562707485792,6
1.438752,1776081469.929456,599616562707485792,100
1.446444,1776081469.929456,599616562707485792,86
1.454137,1776081469.929456,599616562707485792,-64
1.461829,1776081469.929456,599616562707485792,-105
1.469521,1776081469.929456,599616562707485792,-59
1.477214,1776081469.929456,599616562707485792,-82
1.484906,1776081469.929456,599616562707485792,-107
1.492598,1776081469.929456,599616562707485792,-100
1.500291,1776081469.929456,599616562707485792,-105
1.507983,1776081469.929456,599616562707485792,-112
1.515675,1776081469.929456,599616562707485792,-102
1.523368,1776081469.929456,599616562707485792,-100
1.531060,1776081469.929456,599616562707485792,-102
1.538752,1776081469.929456,599616562707485792,-107
1.546444,1776081469.929456,599616562707485792,-107
1.554137,1776081469.929456,599616562707485792,-112
1.561829,1776081469.929456,599616562707485792,-125
1.569521,1776081469.929456,599616562707485792,-123
1.577214,1776081469.929456,599616562707485792,-114
1.584906,1776081469.929456,599616562707485792,-112
1.592598,1776081469.929456,599616562707485792,-114
1.600291,1776081469.929456,599616562707485792,-112
1.607983,1776081469.929456,599616562707485792,-116
1.615675,1776081469.929456,599616562707485792,-128
1.623368,1776081469.929456,599616562707485792,-130
1.631060,1776081469.929456,599616562707485792,-130
1.638752,1776081469.929456,599616562707485792,-132
1.646444,1776081469.929456,599616562707485792,-137
