time,t_wall,t_device_ns,x,y,z
0.000000,1776081468.308404,599616561120366666,-435,-591,-715
0.005000,1776081468.308404,599616561120366666,-440,-588,-718
0.010000,1776081468.308404,599616561120366666,-445,-589,-717
0.015000,1776081468.308404,599616561120366666,-458,-587,-716
0.020000,1776081468.308404,599616561120366666,-462,-584,-717
0.025000,1776081468.308404,599616561120366666,-462,-582,-719
0.030000,1776081468.308404,599616561120366666,-466,-582,-716
0.035000,1776081468.308404,599616561120366666,-462,-581,-719
0.040000,1776081468.308404,599616561120366666,-458,-589,-716
0.045000,1776081468.308404,599616561120366666,-454,-592,-713
0.050000,1776081468.308404,599616561120366666,-451,-601,-711
0.055000,1776081468.308404,599616561120366666,-442,-604,-710
0.060000,1776081468.308404,599616561120366666,-438,-604,-706
0.065000,1776081468.308404,599616561120366666,-437,-606,-709
0.070000,1776081468.308404,599616561120366666,-433,-607,-710
0.075000,1776081468.308404,599616561120366666,-437,-609,-711
0.080000,1776081468.308404,599616561120366666,-432,-607,-710
0.085000,1776081468.308404,599616561120366666,-432,-606,-713
0.090000,1776081468.308404,599616561120366666,-436,-607,-713
0.095000,1776081468.308404,599616561120366666,-437,-607,-713
0.100000,1776081468.308404,599616561120366666,-440,-605,-711
0.105000,1776081468.308404,599616561120366666,-441,-604,-711
0.110000,1776081468.308404,599616561120366666,-441,-603,-717
0.115000,1776081468.308404,599616561120366666,-440,-595,-716
0.120000,1776081468.308404,599616561120366666,-440,-590,-717
0.125000,1776081468.308404,599616561120366666,-443,-586,-714
0.130000,1776081468.308404,599616561120366666,-450,-585,-716
0.135000,1776081468.308404,599616561120366666,-451,-586,-713
0.140000,1776081468.308404,599616561120366666,-451,-590,-716
0.145000,1776081468.308404,599616561120366666,-455,-592,-712
0.150000,1776081468.308404,599616561120366666,-444,-598,-712
0.155000,1776081468.308404,599616561120366666,-441,-600,-710
0.160000,1776081468.308404,599616561120366666,-437,-599,-714
0.165000,1776081468.308404,599616561120366666,-437,-594,-714
0.170000,1776081468.308404,599616561120366666,-436,-591,-710
0.175000,1776081468.308404,599616561120366666,-432,-588,-697
0.176089,1776081468.533966,599616561296455536,-434,-601,-707
0.181089,1776081468.533966,599616561296455536,-446,-610,-725
0.186089,1776081468.533966,599616561296455536,-457,-602,-716
0.191089,1776081468.533966,599616561296455536,-448,-588,-711
0.196089,1776081468.533966,599616561296455536,-458,-597,-728
0.201089,1776081468.533966,599616561296455536,-455,-603,-715
0.206089,1776081468.533966,599616561296455536,-439,-599,-709
0.211089,1776081468.533966,599616561296455536,-430,-592,-701
0.216089,1776081468.533966,599616561296455536,-435,-598,-713
0.221089,1776081468.533966,599616561296455536,-433,-604,-719
0.226089,1776081468.533966,599616561296455536,-428,-609,-718
0.231089,1776081468.533966,599616561296455536,-438,-605,-726
0.236089,1776081468.533966,599616561296455536,-437,-603,-722
0.241089,1776081468.533966,599616561296455536,-442,-597,-725
0.246089,1776081468.533966,599616561296455536,-446,-591,-717
0.251089,1776081468.533966,599616561296455536,-448,-592,-714
0.256089,1776081468.533966,599616561296455536,-456,-590,-711
0.261089,1776081468.533966,599616561296455536,-463,-590,-710
0.266089,1776081468.533966,599616561296455536,-462,-599,-710
0.271089,1776081468.533966,599616561296455536,-456,-595,-715
0.276089,1776081468.533966,599616561296455536,-452,-594,-714
