time,t_wall,t_device_ns,x,y,z
0.000000,1775669117.285324,599617938147489598,-247,-371,-944
0.005000,1775669117.285324,599617938147489598,-249,-373,-946
0.010000,1775669117.285324,599617938147489598,-251,-372,-946
0.015000,1775669117.285324,599617938147489598,-253,-371,-943
0.020000,1775669117.285324,599617938147489598,-250,-373,-946
0.025000,1775669117.285324,599617938147489598,-252,-374,-940
0.030000,1775669117.285324,599617938147489598,-252,-372,-945
0.035000,1775669117.285324,599617938147489598,-247,-373,-941
0.040000,1775669117.285324,599617938147489598,-249,-375,-944
0.045000,1775669117.285324,599617938147489598,-250,-377,-944
0.050000,1775669117.285324,599617938147489598,-250,-380,-943
0.055000,1775669117.285324,599617938147489598,-252,-380,-943
0.060000,1775669117.285324,599617938147489598,-251,-375,-944
0.065000,1775669117.285324,599617938147489598,-246,-373,-946
0.070000,1775669117.285324,599617938147489598,-243,-374,-946
0.075000,1775669117.285324,599617938147489598,-243,-376,-945
0.080000,1775669117.285324,599617938147489598,-246,-371,-945
0.085000,1775669117.285324,599617938147489598,-250,-374,-942
0.090000,1775669117.285324,599617938147489598,-248,-375,-939
0.095000,1775669117.285324,599617938147489598,-247,-371,-941
0.100000,1775669117.285324,599617938147489598,-250,-375,-943
0.105000,1775669117.285324,599617938147489598,-250,-375,-943
0.110000,1775669117.285324,599617938147489598,-248,-376,-944
0.115000,1775669117.285324,599617938147489598,-250,-378,-945
0.120000,1775669117.285324,599617938147489598,-254,-377,-945
0.125000,1775669117.285324,599617938147489598,-251,-380,-946
0.130000,1775669117.285324,599617938147489598,-249,-380,-946
0.135000,1775669117.285324,599617938147489598,-252,-376,-944
0.140000,1775669117.285324,599617938147489598,-249,-373,-944
0.145000,1775669117.285324,599617938147489598,-247,-373,-945
0.150000,1775669117.285324,599617938147489598,-250,-374,-942
0.155000,1775669117.285324,599617938147489598,-250,-373,-945
0.160000,1775669117.285324,599617938147489598,-247,-373,-943
0.165000,1775669117.285324,599617938147489598,-248,-371,-944
0.170000,1775669117.285324,599617938147489598,-248,-372,-942
0.175000,1775669117.285324,599617938147489598,-249,-372,-942
0.176089,1775669117.443266,599617938323578454,-244,-375,-938
0.181089,1775669117.443266,599617938323578454,-246,-378,-945
0.186089,1775669117.443266,599617938323578454,-247,-379,-944
0.191089,1775669117.443266,599617938323578454,-250,-380,-944
0.196089,1775669117.443266,599617938323578454,-246,-379,-946
0.201089,1775669117.443266,599617938323578454,-246,-378,-945
0.206089,1775669117.443266,599617938323578454,-248,-377,-942
0.211089,1775669117.443266,599617938323578454,-252,-378,-945
0.216089,1775669117.443266,599617938323578454,-250,-375,-946
